,﻿origin,geocode_name,lat,lng,country,city,adm1,adm2
190,м.Донецьк,"Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
191,"м.Славутич, Київська обл.","Slavutych, Kyivs'ka oblast, Ukraine",51.520556,30.756944,Ukraine,Slavutych,Kyivs'ka oblast,
192,місто Одеса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
193,місто Харків,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
194,Kuznetsovsk,"Kuznetsovsk, Rivnens'ka oblast, Ukraine",51.34365529999999,25.8490867,Ukraine,Kuznetsovsk,Rivnens'ka oblast,
195,київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
196,Лисичанськ Луганської області,"Lisichanskiy gorodskoy sud Luganskoy oblasti, Lysychans'k, Luhans'ka oblast, Ukraine, 93100",48.9204936,38.4275901,Ukraine,Lysychans'k,Luhans'ka oblast,
197,Київ/Кембрідж,"Cambridge, Cambridge, UK",52.205337,0.12181700000000001,United Kingdom,Cambridge,England,Cambridgeshire
198,Днепродзержинск,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
199,місто Запоріжжя,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
200,"Чернівці, Україна","Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
201,Lugansk,"Luhansk, Luhans'ka oblast, Ukraine",48.574040999999994,39.307815000000005,Ukraine,Luhansk,Luhans'ka oblast,
202,Kiyv,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
203,Katowice,"Katowice, Poland",50.26489189999999,19.023781500000002,Poland,Katowice,Silesian Voivodeship,Katowice
204,Kharkov,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
205,м. Дніпропетровськ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
206,м. Донецьк,"Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
207,"Донецька область, м. Слов'янськ","Slovyansk, Donetsk Oblast, Ukraine",48.8532,37.6053,Ukraine,Slovyansk,Donetsk Oblast,Slov'yans'kyi district
208,Kiev ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
209,м.Світловодськ,"Svitlovods'k, Kirovohrads'ka oblast, Ukraine",49.050278000000006,33.241944000000004,Ukraine,Svitlovods'k,Kirovohrads'ka oblast,
210,Dnepropetrovsk ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
211,Крим ,Crimea,44.952117,34.102416999999996,,,Crimea,
212,Донецька обл. м. Краматорськ,"Kramatorsk, Donetsk Oblast, Ukraine",48.738966999999995,37.58435,Ukraine,Kramatorsk,Donetsk Oblast,
213,киев,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
214,Рим,"Rome, Italy",41.8723889,12.4801802,Italy,Rome,Lazio,Rome
215,Обухов,"Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
216,Львов,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
217,м. Южне,"Yuzhne, Odessa Oblast, Ukraine",46.624021299999995,31.1000648,Ukraine,Yuzhne,Odessa Oblast,
218,м. Кривий Ріг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
219,Riga,"Rīga, Latvia",56.94964870000001,24.105186399999997,Latvia,Rīga,Rīgas pilsēta,Rīgas pilsēta
220,М. Вінниця,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
221,Червонозаводське,"Chervonozavods'ke, Poltavs'ka oblast, Ukraine",50.402466499999996,33.38474980000001,Ukraine,Chervonozavods'ke,Poltavs'ka oblast,Lokhvyts'kyi district
222,Дніпродзержинськ,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
223,"м.Нікополь, Дніпропетровська обл.","Nikopol', Dnipropetrovsk Oblast, Ukraine",47.56746,34.394815,Ukraine,Nikopol',Dnipropetrovsk Oblast,
224,Миколаїв    ,"Mykolaiv, Mykolaivs'ka oblast, Ukraine",46.975033,31.994583000000002,Ukraine,Mykolaiv,Mykolaivs'ka oblast,
225,"Vinnitsa, Ukraine","Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
226,Бровары ,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
227, Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
228,"Україна, Харків","Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
229,Warsaw. Ternopil,"Ternopil, Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,Ternopil,Ternopil's'ka oblast,
230,місто Луцьк,"Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
231,місто Суми,"Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
232,"Харків, Україна","Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
233,м. Ірпінь,"Irpin' river, Ukraine",50.4095625,29.961174100000004,Ukraine,,,
234,м. Хмельницький,"Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine",49.422983,26.987133,Ukraine,Khmelnytskyi,Khmel'nyts'ka oblast,
235,м. Луцьк,"Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
236,"Острог, Рівненська область","Ostroh, Rivnens'ka oblast, Ukraine",50.333333,26.516666999999998,Ukraine,Ostroh,Rivnens'ka oblast,
237,Бровари ,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
238,м.Черкаси,"Cherkasy, Cherkas'ka oblast, Ukraine",49.444433000000004,32.059767,Ukraine,Cherkasy,Cherkas'ka oblast,
239,Germany; Brandenburg; Zepernick,"Zepernick, Germany",52.65444399999999,13.543056,Germany,,,
240,м. Мелітополь,"Melitopol', Zaporiz'ka oblast, Ukraine",46.833333,35.366667,Ukraine,Melitopol',Zaporiz'ka oblast,
241,"Мелитополь, Запорожская обл.","Melitopol', Zaporiz'ka oblast, Ukraine",46.833333,35.366667,Ukraine,Melitopol',Zaporiz'ka oblast,
242,Місто Кіровоград ,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
243,Ладижин,"Ladyzhyn, Vinnyts'ka oblast, Ukraine",48.6838051,29.2476274,Ukraine,Ladyzhyn,Vinnyts'ka oblast,
244,Бровари  ,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
245,м. Кременчук,"Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
246,ОДеса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
247,КиЇв,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
248,Місто Вишневе,"Vyshneve, Kyivs'ka oblast, Ukraine",50.3919,30.368267,Ukraine,Vyshneve,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
249,Куп'янськ,"Kup'yans'k, Kharkiv Oblast, Ukraine",49.701667,37.613333000000004,Ukraine,Kup'yans'k,Kharkiv Oblast,
250,Cherkassy,"Cherkasy, Cherkas'ka oblast, Ukraine",49.444433000000004,32.059767,Ukraine,Cherkasy,Cherkas'ka oblast,
251,Запорiжжя,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
252,м. Дніпродзержинськ,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
253,"Mannheim, Deutschland","Mannheim, Germany",49.4874592,8.466039499999999,Germany,Mannheim,Baden-Württemberg,
254,М. Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
255,Днiпродзержинськ,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
256,"На данный момент временно нахожусь Россия, республика Дагестан, г. Дербент","Derbent, Dagestan Republic, Russia",42.05,48.3,Russia,Derbent,Dagestan Republic,gorod Derbent
257,м.Брянка,"Bryanka, Buryatia, Russia",51.953610999999995,108.10194399999999,Russia,,Buryatia,Zaigraevskiy rayon
258,м. Баштанка,"Bashtanka, Mykolaivs'ka oblast, Ukraine",47.4,32.45,Ukraine,Bashtanka,Mykolaivs'ka oblast,Bashtans'kyi district
259,"м. Київ, Україна","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
260,г.Борисполь,"Boryspil', Kyivs'ka oblast, Ukraine",50.3482,30.95615,Ukraine,Boryspil',Kyivs'ka oblast,
261,Киев ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
262,Одесская обл.Беляевский р.-н. с.Холодная Балка,"Kholodna Balka, Odessa Oblast, Ukraine",46.6,30.583333000000003,Ukraine,Kholodna Balka,Odessa Oblast,Bilyaivs'kyi district
263,м. Дубно Рівненської області,"Dubenskaya vospitatelnaya koloniya № 208, Dubno, Rivnens'ka oblast, Ukraine, 35600",50.4173132,25.7559228,Ukraine,Dubno,Rivnens'ka oblast,
264,"Huelva, Spain","Huelva, Huelva, Spain",37.261421,-6.9447224,Spain,Huelva,Andalusia,Huelva
265,Стебник,"Stebnyk, Lviv Oblast, Ukraine",49.3,23.566667000000002,Ukraine,Stebnyk,Lviv Oblast,
266,Brovary,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
267,"Hurghada, Egypt","Hurghada, Qesm Hurghada, Red Sea Governorate, Egypt",27.2578957,33.811606700000006,Egypt,Hurghada,Red Sea Governorate,Qesm Hurghada
268,Черкасси,"Cherkassi, Sumgayit AZ5009, Azerbaijan",40.556985600000004,49.6989473,Azerbaijan,Sumgayit,,Sumqayit
269,Гоа,"Goa, India",15.299326500000001,74.12399599999998,India,,Goa,
270,Чернівці Україна,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
271,м.Вінниця,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
272,с.Зоря,"v. Zoria, Zorya, Dnipropetrovsk Oblast, Ukraine",48.660911999999996,34.809921,Ukraine,Zorya,Dnipropetrovsk Oblast,Dnipropetrovs'kyi district
273,місто Гайворон,"Haivoron, Kirovohrads'ka oblast, Ukraine",48.333333,29.866667,Ukraine,Haivoron,Kirovohrads'ka oblast,Haivorons'kyi district
274,ужгород,"Uzhhorod, Zakarpats'ka oblast, Ukraine",48.6208,22.287882999999997,Ukraine,Uzhhorod,Zakarpats'ka oblast,
275,Ternopil,"Ternopil, Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,Ternopil,Ternopil's'ka oblast,
276,с.Аркадіївка,"Arkadiivka, Kyivs'ka oblast, Ukraine",50.55694399999999,31.866667,Ukraine,Arkadiivka,Kyivs'ka oblast,Zhurivs'kyi district
277,"Guangzhou, China","Guangzhou, Guangdong, China",23.129163000000002,113.264435,China,Guangzhou,Guangdong,
278,"Фастів, Київська обл.","Fastiv, Kyivs'ka oblast, Ukraine",50.083333,29.916666999999997,Ukraine,Fastiv,Kyivs'ka oblast,
279,Хмельницький,"Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine",49.422983,26.987133,Ukraine,Khmelnytskyi,Khmel'nyts'ka oblast,
280,"броварський р-н, с богданiвка","Bohdanivka, Kyivs'ka oblast, Ukraine",50.626389,30.915,Ukraine,Bohdanivka,Kyivs'ka oblast,Brovars'kyi district
281,"Sevastopol, Ukraine","Sevastopol, Sevastopol' city",44.61665,33.525366999999996,,Sevastopol,Sevastopol' city,Sevastopol' city
282,Zaporizhzhya,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
283,c.Козацьке,"Kozats'ke, Khersons'ka oblast, Ukraine",46.786667,33.332221999999994,Ukraine,Kozats'ke,Khersons'ka oblast,Beryslavs'kyi district
284,Луганськ,"Luhansk, Luhans'ka oblast, Ukraine",48.574040999999994,39.307815000000005,Ukraine,Luhansk,Luhans'ka oblast,
285,Kyiv ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
286,Чернігів ,"Chernihiv, Chernihivs'ka oblast, Ukraine",51.4982,31.28935,Ukraine,Chernihiv,Chernihivs'ka oblast,
287,Енергодар Запорізької обл,"Enerhodar, Zaporiz'ka oblast, Ukraine",47.50150670000001,34.6341859,Ukraine,Enerhodar,Zaporiz'ka oblast,
288,Червоноград Львівська область,"Chervonohrad, Lviv Oblast, Ukraine",50.39,24.23,Ukraine,Chervonohrad,Lviv Oblast,
289, м. Львів,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
290,Praha,"Prague, Czech Republic",50.0755381,14.4378005,Czech Republic,Prague,Hlavní město Praha,Hlavní město Praha
291,Краматорск,"Kramatorsk, Donetsk Oblast, Ukraine",48.738966999999995,37.58435,Ukraine,Kramatorsk,Donetsk Oblast,
292,м.Бердичів,"Berdychiv, Zhytomyrs'ka oblast, Ukraine",49.9,28.566667,Ukraine,Berdychiv,Zhytomyrs'ka oblast,
293,"lleida, Spain","Lleida, Lleida, Spain",41.6175899,0.6200146,Spain,Lleida,Catalonia,Lleida
294,м. Житомир,"Zhytomyr, Zhytomyrs'ka oblast, Ukraine",50.25465,28.658666999999998,Ukraine,Zhytomyr,Zhytomyrs'ka oblast,
295,м. Ужгород,"Uzhhorod, Zakarpats'ka oblast, Ukraine",48.6208,22.287882999999997,Ukraine,Uzhhorod,Zakarpats'ka oblast,
296,Sumy,"Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
297,м.Біла Церква ,"Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
298,Kalush,"Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
299,с.Чміль Ємільчинський район Житомирська обл,"Chmil', Zhytomyrs'ka oblast, Ukraine",50.930556,27.910278,Ukraine,Chmil',Zhytomyrs'ka oblast,Yemil'chyns'kyi district
300,Трускавець,"Truskavets, Lviv Oblast, Ukraine",49.280556,23.505,Ukraine,Truskavets,Lviv Oblast,
301,"м. Ірпінь
Київська область","Irpin', Kyivs'ka oblast, Ukraine",50.51875,30.239783000000003,Ukraine,Irpin',Kyivs'ka oblast,
302,г. Кривой Рог ,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
303,г. Днепропетровск,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
304,Кам'янець-Подільський,"Kam'yanets'-Podil's'kyi, Khmel'nyts'ka oblast, Ukraine",48.683333000000005,26.583333000000003,Ukraine,Kam'yanets'-Podil's'kyi,Khmel'nyts'ka oblast,
305,"Донецьк, Україна","Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
306,"Чернігівська область, м.Прилуки","Pryluky, Chernihivs'ka oblast, Ukraine",50.59999999999999,32.4,Ukraine,Pryluky,Chernihivs'ka oblast,
307,Українка,"Ukrainka, Kyivs'ka oblast, Ukraine",50.15308599999999,30.743492,Ukraine,Ukrainka,Kyivs'ka oblast,Obukhivs'kyi district
308,Ялта,Yalta,44.49520500000001,34.166301000000004,,Yalta,Crimea,
309,місто Кривий Ріг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
310,Тернопіль ,"Ternopil, Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,Ternopil,Ternopil's'ka oblast,
311,Бердянск,"Berdyans'k, Zaporiz'ka oblast, Ukraine",46.759722,36.784444,Ukraine,Berdyans'k,Zaporiz'ka oblast,
312,місто Бровари,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
313,Харков,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
314,"м. Світловодськ, Кіровоградська обл.","Svitlovods'k, Kirovohrads'ka oblast, Ukraine",49.050278000000006,33.241944000000004,Ukraine,Svitlovods'k,Kirovohrads'ka oblast,
315,місто Миколаїв,"Mykolaiv, Mykolaivs'ka oblast, Ukraine",46.975033,31.994583000000002,Ukraine,Mykolaiv,Mykolaivs'ka oblast,
316,Трускавець\Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
317,Оброшино,"Obroshyne, Lviv Oblast, Ukraine",49.785278000000005,23.868610999999998,Ukraine,Obroshyne,Lviv Oblast,Pustomytivs'kyi district
318,"Рівненська обл., Острозький р-н, с. Лючин","Lyuchyn, Rivnens'ka oblast, Ukraine",50.31277799999999,26.438610999999998,Ukraine,Lyuchyn,Rivnens'ka oblast,Ostroz'kyi district
319,"м. Львів
","Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
320,Ірпінь,"Irpin' river, Ukraine",50.4095625,29.961174100000004,Ukraine,,,
321,Варшава,"Warsaw, Poland",52.2296756,21.012228699999998,Poland,Warsaw,Masovian Voivodeship,Warszawa
322,Fastiv,"Fastiv, Kyivs'ka oblast, Ukraine",50.083333,29.916666999999997,Ukraine,Fastiv,Kyivs'ka oblast,
323,"Измаил, Одесская область","Izmail, Odessa Oblast, Ukraine",45.351667,28.836389,Ukraine,Izmail,Odessa Oblast,Izmail's'kyi district
324,м.Коломия,"Kolomyya, Ivano-Frankivs'ka oblast, Ukraine",48.530556,25.040278,Ukraine,Kolomyya,Ivano-Frankivs'ka oblast,Kolomyis'kyi district
325,м. Канів,"Kaniv, Cherkas'ka oblast, Ukraine",49.751033,31.4697,Ukraine,Kaniv,Cherkas'ka oblast,
326,"Бердянськ (Запорізька обл.), Київ","Kyivs'kyi lane, Berdyans'k, Zaporiz'ka oblast, Ukraine",46.76417499999999,36.8009752,Ukraine,Berdyans'k,Zaporiz'ka oblast,
327,Бердянськ,"Berdyans'k, Zaporiz'ka oblast, Ukraine",46.759722,36.784444,Ukraine,Berdyans'k,Zaporiz'ka oblast,
328,Никополь,"Nikopol', Dnipropetrovsk Oblast, Ukraine",47.56746,34.394815,Ukraine,Nikopol',Dnipropetrovsk Oblast,
329,Warszawa,"Warsaw, Poland",52.2296756,21.012228699999998,Poland,Warsaw,Masovian Voivodeship,Warszawa
330," Київ
","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
331,"місто Обухів, область Київська","Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
332,місто Дніпродзержинськ,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
333,м.Трускавець,"Truskavets, Lviv Oblast, Ukraine",49.280556,23.505,Ukraine,Truskavets,Lviv Oblast,
334,"Київ
","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
335,м Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
336,місто Львів ,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
337,Khakov,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
338,Чубинське,"Chubyns'ke, Kyivs'ka oblast, Ukraine",50.384314,30.8486288,Ukraine,Chubyns'ke,Kyivs'ka oblast,Boryspil's'kyi district
339,"New York, USA","New York, NY, USA",40.7127837,-74.00594129999999,United States,New York,New York,New York County
340,"м. Бровари, Київська область","Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
341,"Piekary Śląskie, Śląskie, Polska","Piekary Slaskie, Poland",50.37891079999999,18.9270475,Poland,Piekary Slaskie,Silesian Voivodeship,Piekary Śląskie
342,"Київська область, м. Вишгород","Vyshhorod, Kyivs'ka oblast, Ukraine",50.5904776,30.4831982,Ukraine,Vyshhorod,Kyivs'ka oblast,Vyshhorods'kyi district
343,Северодонецк,"Severodonetsk, Luhans'ka oblast, Ukraine",48.933333000000005,38.5,Ukraine,Severodonetsk,Luhans'ka oblast,
344,Rivne,"Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
345,"Україна, м.Рівне","Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
346,Вишневе,"Vyshneve, Kyivs'ka oblast, Ukraine",50.3919,30.368267,Ukraine,Vyshneve,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
347,Львів.Народився у Києві,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
348,Vinnitsa,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
349,"Бровари, Київська обл.","Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
350,м. Рівне,"Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
351,Kremenchuk,"Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
352,місто Рівне,"Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
353,м. Мукачево,"Mukacheve, Zakarpats'ka oblast, Ukraine",48.45,22.75,Ukraine,Mukacheve,Zakarpats'ka oblast,
354,Kramatorsk,"Kramatorsk, Donetsk Oblast, Ukraine",48.738966999999995,37.58435,Ukraine,Kramatorsk,Donetsk Oblast,
355,Макарів,"Makariv, Kyivs'ka oblast, Ukraine",50.459722,29.814721999999996,Ukraine,Makariv,Kyivs'ka oblast,Makarivs'kyi district
356,Славянск,"Slovyansk, Donetsk Oblast, Ukraine",48.8532,37.6053,Ukraine,Slovyansk,Donetsk Oblast,Slov'yans'kyi district
