year_of_birth,gender,level_of_education,mailing_address
1995,m,a,Біла Церква
1988,m,m,Дніпродзержинськ
1991,m,b,"Острог, Рівненська область"
1972,m,m,Київ
1994,m,jhs,Бровари 
1978,f,m,Kiev
1981,m,p,Lviv
1991,m,m,Київ
1982,m,m,м.Черкаси
None,f,m,
1997,m,hs,Germany; Brandenburg; Zepernick
1992,m,b,Донецьк
1998,f,b,Луцьк
1991,f,m,Київ
1965,f,p,Odessa
1984,f,m,
2000,,other,Київ
1983,f,m,Київ 
1987,f,m,Київ
1986,m,m,Миколаїв
1984,m,a,Запоріжжя
1966,m,m,Kiev
1983,f,p,
1987,m,m,м. Мелітополь
1983,m,m,Kyiv
1992,m,m,Киев
1994,m,a,Харкiв
1985,m,m,Київ
1992,f,a,Кривий Ріг
1987,m,el,Запорожье
1984,f,m,"Мелитополь, Запорожская обл."
1992,m,b,Львів
1996,m,hs,Місто Кіровоград 
1975,m,a,Київ
1981,m,m,"Саутгемпон, Велика Британiя"
1986,m,a,Ладижин
1984,m,a,Киев
1990,m,m,
1994,m,jhs,Бровари  
1992,m,hs,м. Кременчук
1990,m,m,Дніпропетровськ
1993,m,hs,село Тернувате Кривоозерського району Миколаївської області
1989,m,m,
1994,m,a,Запорожье
1993,m,b,ОДеса
1990,m,m,Харьков
1987,m,m,Харків
1986,m,jhs,Киев
1988,m,m,Дніпропетровськ
1994,m,hs,Kyiv
1990,f,m,Киъв
1992,m,b,Київ
1995,m,a,
1993,m,b,Київ
1990,m,m,КиЇв
1985,m,a,Місто Вишневе
1988,m,p,Kharkiv
1992,m,m,Куп'янськ
1995,m,a,Київ
1991,m,m,Kyiv
1988,m,m,Cherkassy
1988,m,m,Запорiжжя
1996,m,b,
1990,m,m,Днепропетровск
1994,m,a,Запоріжжя
1988,m,m,Київ
1990,m,m,м. Дніпродзержинськ
1991,m,m,"Mannheim, Deutschland"
1992,m,m,М. Київ
1994,m,jhs,
1979,m,m,Днiпродзержинськ
1991,m,m,Київ
1990,m,m,Киев
1997,m,hs,Харків
1987,m,m,Київ
1984,m,m,
1993,m,a,Львів
1990,m,m,Київ
1984,m,m,Kyiv
1987,m,m,"На данный момент временно нахожусь Россия, республика Дагестан, г. Дербент"
1990,m,a,Киев
1968,m,m,м.Брянка
1985,m,m,Київ
1980,m,m,"мБрянка, Луганська обл."
1975,f,m,Чернігів
1985,f,m,
1995,m,,
1984,m,m,Київ
1983,m,m,Київ 
1990,f,b,Одеса
None,m,m,
1994,m,a,Дніпропетровськ
1983,m,m,Киев
1976,m,m,
1996,m,a,м. Харків
1986,m,m,
1990,m,m,Херсон
1976,m,m,Київ
1979,m,a,м. Баштанка
1990,m,m,м.Днепропетровськ
1985,m,m,Киев
1994,m,a,Запоріжжя
1997,m,hs,"м. Київ, Україна"
1984,m,m,Житомир
1990,m,m,Харків
None,,,
1986,m,m,Киев
None,,,
1996,f,a,
1978,m,m,Киев
1959,f,m,Краматорськ Донецької обл.
1984,m,m,Kharkiv
1988,m,m,Kiev
1996,f,a,Миколаїв
1995,f,a,Харків
1991,m,m,м.Київ
1985,f,m,Одесса
1980,m,m,Киев
1985,m,m,Харків
1978,m,m, Київ
1973,m,m,Київ
1988,m,m,Ivano-Frankivsk
1989,f,m,Киев
1989,m,m,Київ
1984,m,m,Харьков
1990,m,m,Тернопіль
1994,f,a,Харків
1994,m,a,Кихв
1976,m,other,Тернопіль
1971,f,m,Днiпропетровськ
1982,f,jhs,г.Борисполь
1991,f,m,Київ
1991,m,m,Київ 
1987,f,b,Одеса
1994,m,a,
1985,f,m,Kyiv
1986,m,m,Київ
1976,f,b,Рівне
1989,f,m,м. Київ
1993,f,a,Львів
1980,f,m,Київ
1989,f,m,Київ
1992,m,b,
1986,f,m,Київ
1991,f,m,Донецьк
1991,f,m,Київ
1985,f,m,Київ
1996,f,,
1982,f,m,Полтава
1961,f,m,Kiev
1966,m,m,Киів
1983,f,m,Кривий Ріг
1996,m,a,
1996,f,hs,Одеса
1988,f,m,
1994,m,a,Днепропетровск
1985,f,m,Київ
1986,m,m,Київ
1981,f,m,
1993,m,a,Вінниця
1986,m,a,Київ
1965,f,m,місто Київ
None,f,m,Киев 
1976,m,m,Одесская обл.Беляевский р.-н. с.Холодная Балка
1995,m,a,Київ
1991,f,m,Львів
1981,m,m,Київ
1991,m,a,Київ
1985,f,m,м. Полтава
1991,f,m,Одеса
1981,m,m,Київ
1972,m,m,
None,f,m,
1992,f,b,Київ
1979,m,m,Донецьк
1969,m,m,м. Запоріжжя
1980,f,m,Київ
1987,f,b,
1979,m,m,м. Дубно Рівненської області
1985,f,m,
1988,m,m,Херсон
1968,m,m,Нікополь
None,,m,
1985,m,m,Львів
1994,f,a,Запоріжжя
1971,m,m,Киів
1987,f,m,Київ
1972,m,m,Київ
None,,,
1988,f,b,"Huelva, Spain"
None,f,m,Одеса
1991,f,m,Київ
None,m,m,
1966,f,m,Тернопіль
1993,m,b,Харків
1984,m,m,Kharkiv
1979,f,m,Харьков
1982,m,m,Київ
1988,f,m,Тернопіль
1979,m,m,Стебник
1978,m,m,Odessa
1991,m,m,
1967,m,m,Brovary
1979,f,m,"Hurghada, Egypt"
1997,m,hs,Київ
1991,m,m,Київ
1988,f,a,
1988,m,m,м. Черкаси
1988,m,m,Київ
1985,m,m,Київ
1983,f,m,Київ
1987,m,m,Kiev
1992,f,a,Одеса
1997,f,hs,Київ
1989,m,m,Харків
1990,m,m,
1979,f,m,Киев
1989,m,m,Запоріжжя
1979,m,m,
1971,m,m,Київ
1989,m,m,
1981,m,p,м. Київ
1996,m,a,
1975,m,m,
1988,f,m,Запорожье
1986,m,m,Kyiv
1989,m,b,Черкасси
1978,f,m,Donetsk
1974,f,m,Київ
None,f,m,
1991,f,m,Львів
1984,m,m,Lviv
1980,f,m,Кременчук
1978,m,m,
1967,f,m,м.Львів
1981,m,a,Гоа
1995,f,a,
None,f,m,місто Луцьк
1980,m,m,Бровари
1971,m,m,Киев
1995,m,hs,Київ
1991,f,b,
1985,m,a,Днепропетровск
1985,f,m,Львів
1986,f,b,Kiev
1978,m,m,kMDSD
1982,m,m,Чернівці Україна
1988,m,m,
1987,f,m,Lviv
1978,m,m,Дніпропетровськ
1994,m,a,Одеса
1986,m,m,Львів
1995,m,a,Київ
1995,m,hs,Київ
1990,m,m,Киев
1991,m,m,Київ
1978,m,b,Львів
1978,f,m,м.Вінниця
1986,m,m,с.Зоря
1984,m,p,Луцьк
1988,m,m,
1968,m,a,місто Гайворон
1991,m,m,Львів
1988,m,b,Житомир
1992,m,b,Тернопiль
1988,m,m,ужгород
1974,m,m,
1994,f,a,г.Одесса
1991,m,m,Київ
1980,m,m,Луцьк
1994,m,a,Львів
1986,f,m,
1993,m,b,Kyiv
1979,m,m,Запоріжжя
1984,m,m,
1981,f,m,Киев
1981,f,m,Ternopil
1961,m,b,с.Аркадіївка
1991,m,m,Київ
1995,f,a,м. Київ
1985,f,m,"Guangzhou, China"
1958,m,other,Запорожье
1978,f,m,Київ
None,m,,
1993,m,b,Lviv
1978,m,m,Київ
1967,f,m,Київ
1996,f,hs,
1993,f,b,Дніпропетровськ
1966,m,m,"Фастів, Київська обл."
1993,m,b,Запоріжжя
None,,,
1996,m,hs,місто Київ
1986,f,a,Хмельницький
1988,f,m,
1978,m,m,"броварський р-н, с богданiвка"
1991,m,m,Київ
1994,m,a,Харків
1986,m,m,Київ
1980,m,m,"Sevastopol, Ukraine"
1975,m,m,Zaporizhzhya
1989,m,m,kiev
1993,m,b,Луцьк
1988,m,m,Київ
1992,f,b,Київ
1991,m,m,Черкаси
1983,f,m,м. Київ
1978,f,m,Київ
1985,m,m,Kyiv
1982,f,m,Київ
None,,m,
1986,f,m,
1995,f,a,Київ
None,f,m,
1983,m,a,
1988,m,m,Харьков
1986,m,m,
1978,m,b,Николаев
1985,m,m,Kyiv
1996,m,a,Київ
1986,m,m,Київ
1984,m,m,c.Козацьке
1975,f,m,Івано-Франківськ
1970,m,m,Кременчуг
1977,f,m,Київ
1991,m,m,м.Львів
1987,f,m,
1994,m,a,Одеса
1993,f,b,Львів
1985,f,m,Kiev
1990,m,m,Kyiv
1989,m,hs,Ivano-Frankivsk
1991,m,m,Житомир
1990,m,m,Київ
1984,m,m,Київ
1977,m,m,Мукачево
1984,m,p,Луганськ
1990,m,m,Полтава
1976,f,m,Киев
1996,f,a,Київ
1987,m,m,Kyiv 
1981,m,m,Київ
1978,f,jhs,Київ
1986,m,m,Київ
1981,m,b,Чернігів 
1985,m,m,Дніпродзержинськ
1986,m,m,Kyiv
1994,m,hs,
1975,f,m,Київ
1969,f,m,Енергодар Запорізької обл
1975,m,m,
1976,f,m,Червоноград Львівська область
1988,m,m,м.Львів
None,,,Kyiv
1983,m,m,Київ
1989,m,m,Київ
1995,f,a,Київ
1993,m,b,Київ
1994,f,a,
1965,f,p,Полтава
1972,m,m, м. Львів
None,,,Kyiv
1995,m,hs,Praha
1975,m,m,Черкаси
1994,m,jhs,Краматорск
1979,f,m,Київ
1976,f,m,Одеса
1989,f,m,Київ
1985,m,m,Запоріжжя
1988,m,hs,Тернопіль
1984,m,b,Київ
1992,m,b,Київ
1968,f,m,Одесса
1988,f,m,
1973,m,m,м.Рівне
1978,m,m,
1986,m,m,
1995,m,a,Донецьк
1992,m,m,м.Бердичів
1994,m,a,Kyiv
1990,f,m,Київ
1991,m,a,Київ
1982,f,m,Кременчук
1991,f,b,Львів
1959,m,m,"lleida, Spain"
1991,f,m,Київ
1992,m,m,Тернопіль
1979,m,m,
None,,m,
1985,m,m,м. Запоріжжя
1986,m,p,Львів
1962,f,m,Київ
1985,f,m,Одеса
1984,m,m,Київ
1986,f,m,Львів
1996,m,hs,Київ
1983,m,m,Київ
1980,m,m,Київ
1997,f,a,
None,,,
1992,m,b,Киев
1972,m,m,м. Житомир
1987,m,m,Тернопіль
1992,f,b,Київ
1988,m,m,м. Ужгород
1993,m,b,Чернівці
1993,m,m,м.Львів
1992,m,m,м. Тернопіль
1992,m,m,
1991,m,b,Kyiv
None,m,a,Київ
1996,f,a,Kyiv
1987,m,p,Sumy
1980,f,b,м.Біла Церква 
1983,f,m,Київ
1993,m,a,Київ
1986,m,b,Київ
1992,m,m,Київ
1995,m,a,м. Львів
1974,f,m,м. Луцьк
1987,f,m,Львів
None,m,a,Kiev
1991,m,a,Київ
1989,m,m,Kiev
1988,m,m,Київ
1989,m,m,Дніпропетровськ
1992,m,m,Київ
1994,m,b,Kyiv
1992,m,b,Київ
1984,m,m,Одеса
1987,m,m,Київ
1993,f,b,Київ
1988,m,m,Київ
1988,m,m,Kalush
1994,m,a,Київ
1982,m,m,Львів
1989,f,m, Київ
1987,m,m,Київ
1991,f,b,Київ
1992,m,b,Київ
1993,m,a,с.Чміль Ємільчинський район Житомирська обл
None,,,
1990,m,m,Трускавець
1978,m,p,Київ
None,,,
1994,m,b,Київ
1994,m,a,Riga
1983,m,m,м.Київ
1973,m,m,Ternopil
1992,m,m,Львів
1990,m,a,"Я проживав у смт. Буштино, тячівський рйр що в Закарпатській обл, але вже більже 5 років живу за кордоном а саме с Чехії"
1983,f,m,"м. Ірпінь
Київська область"
1987,m,m,Київ
1989,m,a,
1987,m,a,Київ
1977,m,m,Одеса
1987,m,m,
1997,m,a,Суми
1984,f,jhs,г. Кривой Рог 
1980,f,m,
1988,m,m,Запоріжжя
1990,f,m,Київ
1981,m,p,
1975,m,m,Киев
1996,f,hs,м.Київ
1984,m,m,Київ
1980,f,m,г. Днепропетровск
1994,m,a,Киев
1994,f,b,
1984,f,m,Київ
1978,m,m,Кам'янець-Подільський
1984,m,a,Львів
1987,m,m,
1994,m,a,м.Київ
1963,m,m,Львів
1996,m,hs,
1988,m,m,"Донецьк, Україна"
1983,m,m,м. Бориспіль
1991,m,m,Місто Харьків
1994,m,a,Київ
1990,m,m,Київ
1969,m,a,Донецьк
1990,m,m,Kyiv
1955,m,m,Умань Черкаської області
1990,m,m,м. Кривий Ріг
1994,m,a,м. Київ
1983,f,p,Житомир
1983,f,m,Київ
1979,m,m,Полтава
1979,m,jhs,Полтава
1978,m,m,
1993,m,a,Бердичів
1984,m,m,"Чернігівська область, м.Прилуки"
1986,m,m,
1973,m,m,Суми
1980,f,m,В1нниця
1994,f,a,Харків
1982,m,m,Кременчук
1980,m,m,Тернопіль
1977,f,p,
1986,f,m,м.Львів
1977,f,m,Київ
None,f,m,місто Київ
1993,f,b,Львів
1993,m,b,Київ
1976,m,m,м. Київ
1982,m,m,Черкаси
1991,f,m,Дніпропетровськ
1973,f,m,Харків
1976,f,a,
1993,m,b,Київ
1977,m,m,Харьков
1992,m,m,
1990,m,m,Українка
1988,m,m,Ялта
1993,m,a,Київ
1979,m,m,Київ
1988,f,m,Київ
1991,f,m,Kyiv
None,f,hs,
1991,f,b,місто Київ
1989,m,b,Одеса
1984,m,m,місто Кривий Ріг
1977,m,jhs,Тернопіль 
None,,,
1987,m,m,Бердянск
1990,f,b,Київ
None,,,
2001,f,el,місто Бровари
1991,m,m,Київ
1990,m,m,Київ
1988,f,m,
1984,f,m,Київ
1991,m,m,Рівне
1990,m,m,
1993,m,a,Київ
1986,m,m,Харков
1981,m,jhs,
1990,m,m,Київ
1984,m,m,Киев
1989,m,m,Киев
1990,m,a,селище Власівка кіровоградської області
1990,f,m,Київ
1992,m,m,"м. Світловодськ, Кіровоградська обл."
None,f,,
1975,m,m,Чернівці
1992,m,b,Кривий Ріг
1990,m,m,
1991,f,m,місто Миколаїв
1981,m,b,Київ
1988,f,m,Київ
1978,m,p,Чернівці
1984,f,hs,Івано-Франківськ
1981,m,b,Одеса
1989,m,m,
1988,f,m,
1988,m,m,Київ
1984,m,m,Kiev
1988,m,m,Вінниця
1986,m,m,Київ
1989,m,b,Кривий Ріг
1992,m,b,Київ
1991,m,b,Трускавець\Київ
1982,m,m,Kalush
1994,m,b,Івано-Франківськ
1988,m,m,Львів
1989,m,m,Київ
1972,m,hs,Kyiv 
1985,m,b,Київ
1991,f,m,Київ
1984,m,m,Дніпропетровськ
1990,m,m,Київ
1979,m,m,Кам'янець-Подільський
1981,f,m,Київ
1987,m,m,Івано-Франківськ
1985,f,m,Київ
1992,f,m,Львів
1970,m,m,Киев
1988,f,m,
1991,f,m,місто Київ
1982,m,m,Харкiв
1991,m,m,Оброшино
1986,f,m,Київ
1994,m,a,Київ
1989,m,m,Київ
1994,m,b,Миколаїв
1986,m,m,м. Київ
1985,f,,Одеса
1977,m,m,Николаев
None,m,,Kyiv
None,,,
1994,m,a,"Рівненська обл., Острозький р-н, с. Лючин"
1994,f,b,Луцьк
1973,f,m,Львів
1998,m,el,Lviv
1985,m,m,м. Тернопіль
1990,f,m,"м. Львів
"
1996,m,a,Ірпінь
1983,f,m,Київ
None,f,m,
1994,m,a,Київ
1989,f,m,Київ
1982,m,m,Луцьк
1980,m,m,
1993,m,b,Харків
1996,f,a,Львів
None,f,b,м.Київ
1988,m,m,Одесса
1988,m,m,Одесса
1989,m,m,Kyiv
1996,m,a,Варшава
1986,f,m,м. Запоріжжя
1991,f,m,Kiev
1985,f,m,Київ
1991,f,m,
1989,f,jhs,Fastiv
1995,m,a,
1984,m,m,Київ
1976,m,m,Київ
1977,f,m,Суми
None,m,,
1971,m,m,"Измаил, Одесская область"
1983,f,m,Київ
1995,m,hs,м.Коломия
1986,m,m,Київ
1994,m,a,м. Полтава
1977,m,m,Київ
1985,m,other,Київ
1974,m,m,м. Канів
1991,f,a,Львів
1997,f,hs,Вінниця
1980,f,m,Краматорськ
1991,m,m,Kyev
1994,m,a,Харьків
1983,m,m,
1994,f,a,Львів
1987,f,m,Київ
1993,m,a,Київ
1992,m,m,Чернівці
1983,m,m,Київ
1987,f,a,
None,m,,
1982,m,m,
1987,m,m,Київ
1991,f,m,Київ
1990,f,m,Тернопіль
1980,m,m,Дніпропетровськ
1992,f,m,Kyiv
1982,f,m,м. Харків
1981,m,m,Киев
2014,m,m,Київ
1990,m,b,Київ
1985,f,m,Харків
1966,m,m,
1992,m,b,
1965,f,m,Донецьк
1991,m,m,Київ
1995,f,a,"Бердянськ (Запорізька обл.), Київ"
1978,m,m,Львів
1977,m,m,Київ
1998,m,hs,Бердянськ
1976,f,m,Київ
1987,f,p,Lviv
1988,m,m,місто Київ
1984,m,m,Київ
1989,m,p,Kiyv
1989,m,m,Львів
None,,m,
1986,m,m,Никополь
1985,m,m,Warszawa
1989,f,m,Київ
None,f,,Львів
1989,m,m,Львів
1990,m,m,м. Львів
1979,m,m," Київ
"
1983,m,m,"місто Обухів, область Київська"
1958,f,m,Київ
1985,m,b,Киев
1997,f,none,"М.Красний Луч 
Луганскька область"
1991,f,m,Дніпропетровськ
1998,f,el,Харків
1990,f,m,Дніпропетровськ
1988,f,m,Kiev
1992,f,m,Львів
1992,f,m,
1987,f,m,Львів
1994,f,b,Kyiv
1990,m,m,Київ
1993,f,b,Запоріжжя
1992,m,a,Львів
1993,m,a,місто Дніпродзержинськ
1989,m,m,Kyiv
1991,m,b,Київ
1983,m,m,Одеса
1985,m,m,Київ
1994,f,a,Київ
1992,f,m,Харків
1992,f,m,Київ
1988,m,m,
1970,m,jhs,м.Трускавець
1991,f,m,Дніпропетровськ
1995,f,a,"Київ
"
1986,m,m,м Київ
1983,m,m,місто Львів 
1991,m,m,Запоріжжя
None,f,m,Київ
1989,f,b,
1984,m,m,Київ
1993,m,b,Дніпропетровськ
1991,m,m,Тернопіль
1981,m,m,Львів
1993,m,a,Харків
1987,f,m,Kyiv
1983,m,m,Kiev
1997,m,hs,
1975,m,m,Khakov
1994,m,b,"Cуми, Україна"
1979,m,m,Odessa
1983,m,m,Київ
1987,m,m,Київ
1991,m,m,Одесса
None,,,
1989,m,b,Киев
1990,f,m,місто Київ
1989,m,b,Київ
1985,m,m,Kiev
1997,m,a,Київ
1992,m,b,Kyiv
1990,m,a,місто Львів
1991,f,m,Львів
1988,m,m,Рівне
1997,m,hs,Біла Церква
1990,m,m,Киев
1991,m,b,Київ
1977,m,m,Київ
1998,f,hs,Кременчук
1993,m,b,Київ
1986,m,hs,Чубинське
1982,o,m,Киев
1987,m,m,Харьков
1984,f,p,м. Луцьк
1983,m,m,Киев
1991,m,b,Київ
1995,f,,м.Київ
1985,m,m,Харків
1984,m,a,Вінниця
1986,f,m,м. Київ
1977,m,m,Київ
1985,m,m,м.Київ
1986,m,b,Киев
1985,f,m,Kiyv
1991,f,m,Odessa
1983,f,m,Тернопіль
1981,f,m,
1990,f,m,м. Львів
1984,f,m,"New York, USA"
1993,f,b,Харьков
1995,f,a,м. Дніпродзержинськ Дніпропетровської області
1993,m,a,Львів
1987,m,b,Киев
1981,m,m,Київ
1989,m,m,Запоріжжя
1996,m,hs,Kyiv
1989,m,m,Kiev
1996,f,a,Київ
1983,m,m,Винница
1979,f,m,
1975,m,b,"м. Бровари, Київська область"
1989,f,m,Харків
1994,f,a,Дніпропетровськ
1991,m,m,Чернівці
1990,f,b,Київ
1997,f,a,місто Суми
1995,f,a,Киев
1990,f,m,Kyiv
1980,m,m,
1991,m,b,Київ
1988,f,m,Львів
1986,f,a,Дніпропетровськ
1992,f,a,Львів
1994,f,a,
None,f,,
1988,f,m,м. Київ
1991,f,m,Київ
1988,f,m,Киев
1995,m,none,Kharkiv
1980,m,m,Вінниця
1986,f,m,Kyiv
1994,m,hs,"Piekary Śląskie, Śląskie, Polska"
None,f,p,
1996,f,a,
1994,f,a,Тернопіль
1990,f,m,"Київська область, м. Вишгород"
1983,f,m,Северодонецк
1989,f,m,Київ
1993,m,b,Чернівці
1994,m,b,
1987,m,p,Київ
1974,m,m,Київ
1992,m,a,Киев
1985,f,m,
1983,f,m,Київ
1980,f,m,kiev
1979,f,m,Луцьк
1977,m,m,Rivne
1993,m,b,Kiev
1997,m,hs,
1987,f,m,Харків
1985,m,m,Київ
1977,m,m,Київ
1969,f,m,
1991,m,m,Kyiv
1970,f,m,Івано-Франківськ
1984,f,m,Львів
1981,f,m,Київ
1996,f,a,Васильків
1990,f,m,"Україна, м.Рівне"
1989,f,m,Київ
1976,f,b,Київ
1988,f,m,Київ
1991,f,m,
1992,f,b,Kyiv
1992,f,m,Київ
1994,f,b,Київ
1991,f,m,
1990,f,m,Kyiv
1990,f,m,
1991,f,m,Київ
1995,f,a,Варшава
1992,f,m,Київ
1988,f,m,Київ
1988,f,m,Odessa
1993,f,b,Київ
1993,f,b,Київ
1992,f,b,Луганськ
1991,f,m,Харків
1987,f,p,Lviv
1994,f,a,Київ
1993,f,b,Київ
1992,f,b,Kiev
1994,f,hs,Біла Церква
1991,f,m,Київ
1988,f,m,Київ
1997,f,hs,Kyiv
1980,f,b,м. Миколаїв
1991,f,m,
1988,m,m,
1992,f,m,Вишневе
1982,f,m,
1990,f,b,Kiev
1985,m,m,Київ
1989,m,b,Львів.Народився у Києві
1988,m,m,Lviv
1983,m,m,Дрогобич
1991,f,m,Kyiv
1989,m,m,Харкiв
1984,m,b,
1982,f,m,Kyiv
1985,f,m,Київ
None,m,m,Київ
1988,f,m,Київ
1990,f,m,Харкiв
1992,f,m,Кривий Ріг
1995,f,b,Дніпропетровськ
1996,f,a,Київ
1987,f,m,Київ
1985,f,m,Дніпродзержинськ
1998,f,hs,Краматорськ
1999,f,hs,Чернігів
1986,f,m,Vinnitsa
None,f,a,
1993,f,hs,м. Кременчук
1996,f,a,Львів
1985,f,m,Київ
1996,f,a,м. Дніпропетровськ
1991,f,m,"Бровари, Київська обл."
1996,f,a,м. Дніпропетровськ
1990,f,jhs,Рівне
1990,f,hs,м. Рівне
1995,f,a,Донецьк
1990,f,hs,м. Рівне
1997,f,a,Kremenchuk
1997,f,hs,
1995,f,a,Київ
1997,f,hs,місто Рівне
None,f,hs,
1973,f,m,Донецьк
1995,f,a,м. Київ
1995,f,a,
1997,f,a,Київ
1991,f,b,місто Одеса
1996,f,a,м.Київ
1996,f,a,Київ
1995,f,a,м. Київ
1991,f,m,
1986,m,m,Львів
1989,f,m,
1995,f,jhs,Днiпропетровськ
1993,f,m,Житомир
1984,f,m,Київ
1993,,b,Київ
1984,f,m,Kiev
1980,m,a,Житомир
1984,m,m,Київ
1990,f,m,Одеса
1996,m,a,Київ
1976,m,m,Київ
1998,m,other,м. Мукачево
1993,f,a,
1976,m,m,
None,f,,
1972,m,b,Kramatorsk
1965,m,m,Київ
1977,m,m,Irpin
1992,m,a,Київ
1994,m,m,Макарів
1987,f,m,Черкаси
1978,m,m,Кам'янець-Подільський
1993,f,a,Київ
1991,m,m,Київ
1983,m,b,Львів
1982,m,m,Запоріжжя
1979,m,m,Харкыв
1995,m,a,Харків
1984,f,p,Київ
1996,m,hs,Київ
1985,m,b,
1986,m,hs,Київ
1993,m,a,Одеса
1992,m,m,Харків
1979,m,m,Київ
1984,m,m,Киев
1991,m,m,Днепропетровск
1984,f,a,Одесса
1980,m,m,Славянск
1994,f,a,м. Київ
1977,m,m,Київ
1992,f,m,"Дніпропетровська область , місто Павлоград"
